model,image_id,region,income_quintile,ground_truth,predicted,error_type,sem_similarity,ctx_similarity,confidence,raw_response
qwen_vl,5f8587d6e4d0292df41d8c49,am,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be420cf0b3a0f3f33f8dc,am,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bebf0cf0b3a0f3f34d295,am,Q5,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4f869f0611d7ddd740e92,am,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bdf43cf0b3a0f3f337613,eu,Q2,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bdf03cf0b3a0f3f336f8b,eu,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be917cf0b3a0f3f347f98,eu,Q3,bathroom/toilet,shed,misclassification,0.2204,0.5338,,Shed
qwen_vl,5d4be966cf0b3a0f3f3488ca,eu,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4fc54f0611d7ddd742f90,eu,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bdfb4cf0b3a0f3f3380ed,eu,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bdf98cf0b3a0f3f337e6f,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4fac9f0611d7ddd7422a7,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bde74cf0b3a0f3f336197,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f8d7f0611d7ddd741247,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be04acf0b3a0f3f338f68,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be037cf0b3a0f3f338d54,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5f497ba395eb2323670a5199,eu,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5f6241eec9cd32fe2450a23f,eu,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be0d5cf0b3a0f3f339f5d,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be403cf0b3a0f3f33f570,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be405cf0b3a0f3f33f5a4,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be051cf0b3a0f3f33901e,eu,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bdf9fcf0b3a0f3f337f35,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f5c5f4a4fb7dc03879dd,eu,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f940f0611d7ddd7415ba,eu,Q5,bathroom/toilet,bathroom sink,correct,0.6264,0.6745,,Bathroom sink
qwen_vl,5ec4fa66f0611d7ddd741f5f,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5efb423048cdeb0e81b5c330,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f8abf0611d7ddd7410d2,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bde94cf0b3a0f3f3364b1,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f914f0611d7ddd741447,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4fc23f0611d7ddd742df8,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be02acf0b3a0f3f338be6,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be8dacf0b3a0f3f347894,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bde2dcf0b3a0f3f335b33,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4fc1ff0611d7ddd742dd9,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bde26cf0b3a0f3f335a8f,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4fa2bf0611d7ddd741d9f,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f8f9f0611d7ddd74136a,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f923f0611d7ddd7414d0,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f909f0611d7ddd7413e4,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4fa6ff0611d7ddd741fa2,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,6057a174684cb26989ce4087,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bdf8fcf0b3a0f3f337d95,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ed6e76ab323614aec9eb445,eu,Q5,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4f931f0611d7ddd741545,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be929cf0b3a0f3f3481ba,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f5513f62767d97a47325,eu,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf32bcf0b3a0f3f3599a8,af,Q1,bed,clothing,misclassification,0.3408,0.5556,,Clothing
qwen_vl,5d4bf336cf0b3a0f3f359ae2,af,Q1,bed,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf468cf0b3a0f3f35b97c,af,Q1,bed,rug,misclassification,0.3308,0.5147,,Rug
qwen_vl,5d4befd0cf0b3a0f3f353e28,af,Q1,bed,bamboo flooring,misclassification,0.1987,0.5317,,Bamboo flooring
qwen_vl,5d4bdf76cf0b3a0f3f337b03,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bec40cf0b3a0f3f34d9aa,af,Q1,bed,rug,misclassification,0.3308,0.5147,,Rug
qwen_vl,5d4bec92cf0b3a0f3f34e298,af,Q1,bed,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf041cf0b3a0f3f3549f6,af,Q1,bed,bamboo mat,misclassification,0.2089,0.5774,,Bamboo mat
qwen_vl,5d4bf349cf0b3a0f3f359ce4,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4becd4cf0b3a0f3f34e852,af,Q1,bed,clothes,misclassification,0.3663,0.5663,,Clothes
qwen_vl,5d4bece7cf0b3a0f3f34ea92,af,Q1,bed,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bef09cf0b3a0f3f352810,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf02ccf0b3a0f3f3547f2,af,Q1,bed,bamboo mat,misclassification,0.2089,0.5774,,Bamboo mat
qwen_vl,5d4bf115cf0b3a0f3f355f2e,af,Q1,bed,rug,misclassification,0.3308,0.5147,,Rug
qwen_vl,5d4bf366cf0b3a0f3f359f48,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bdf30cf0b3a0f3f33742f,af,Q1,bed,rug,misclassification,0.3308,0.5147,,Rug
qwen_vl,5d4bf015cf0b3a0f3f3545c2,af,Q1,bed,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf04dcf0b3a0f3f354b56,af,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4befb9cf0b3a0f3f353b7e,af,Q1,bed,clothing on a tarp,misclassification,0.1939,0.5074,,Clothing on a tarp
qwen_vl,5d4befedcf0b3a0f3f35412a,af,Q1,bed,rug,misclassification,0.3308,0.5147,,Rug
qwen_vl,5d4bf39acf0b3a0f3f35a4e2,af,Q1,bed,bamboo bundles,misclassification,0.1279,0.546,,Bamboo bundles
qwen_vl,5d4bee21cf0b3a0f3f350e54,af,Q1,bed,bed with mosquito net,correct,0.493,0.6362,,Bed with mosquito net
qwen_vl,5d4bf37acf0b3a0f3f35a198,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf3b5cf0b3a0f3f35a7c2,af,Q1,bed,rug,misclassification,0.3308,0.5147,,Rug
qwen_vl,5d4bf054cf0b3a0f3f354bd4,af,Q1,bed,dirty room,correct,0.4527,0.5443,,Dirty room
qwen_vl,5d4bef25cf0b3a0f3f352b4c,af,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bf089cf0b3a0f3f355148,af,Q1,bed,rug,misclassification,0.3308,0.5147,,Rug
qwen_vl,5d4bf000cf0b3a0f3f354346,af,Q1,bed,bamboo mat,misclassification,0.2089,0.5774,,Bamboo mat
qwen_vl,5d4beeedcf0b3a0f3f3524b4,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bdf69cf0b3a0f3f3379a3,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf0efcf0b3a0f3f355c1a,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bee3bcf0b3a0f3f35103e,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bef19cf0b3a0f3f3529ee,af,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4becb1cf0b3a0f3f34e576,af,Q1,bed,dirty room,correct,0.4527,0.5443,,Dirty room
qwen_vl,5d4beeffcf0b3a0f3f3526d2,af,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bf0d1cf0b3a0f3f35589a,af,Q1,bed,person sleeping on a bed,correct,0.5687,0.6508,,Person sleeping on a bed
qwen_vl,5d4be1cfcf0b3a0f3f33ba7b,af,Q1,bed,bamboo mats,misclassification,0.1845,0.5573,,Bamboo mats
qwen_vl,5d4bf0aacf0b3a0f3f3554a0,af,Q1,bed,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5ec4f9a7f0611d7ddd74193b,af,Q1,bed,bamboo mat,misclassification,0.2089,0.5774,,Bamboo mat
qwen_vl,5d4bf059cf0b3a0f3f354c58,af,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bf059cf0b3a0f3f354c5a,af,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bf3d6cf0b3a0f3f35aa04,af,Q1,bed,textile,misclassification,0.147,0.5207,,Textile
qwen_vl,5d4be228cf0b3a0f3f33c3bf,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bed67cf0b3a0f3f34f8d4,af,Q1,bed,floor cushions,misclassification,0.2648,0.5192,,Floor cushions
qwen_vl,5d4bed86cf0b3a0f3f34fc62,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bee08cf0b3a0f3f350b72,af,Q1,bed,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf05dcf0b3a0f3f354cb4,af,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bf05dcf0b3a0f3f354cb6,af,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bef32cf0b3a0f3f352cda,af,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be3f9cf0b3a0f3f33f44c,af,Q1,bed,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bf42bcf0b3a0f3f35b2a2,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bdf70cf0b3a0f3f337a4f,af,Q2,bed,floral blanket,misclassification,0.2366,0.508,,Floral blanket
qwen_vl,5d4be4e3cf0b3a0f3f340e9a,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf069cf0b3a0f3f354e0a,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bedbacf0b3a0f3f350258,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4beda1cf0b3a0f3f34ff78,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5ec4fb15f0611d7ddd742529,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bed49cf0b3a0f3f34f542,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be3fdcf0b3a0f3f33f4c8,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bdf64cf0b3a0f3f337917,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bdf5acf0b3a0f3f337827,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bee4ccf0b3a0f3f351246,af,Q2,bed,bed with mosquito net,correct,0.493,0.6362,,Bed with mosquito net
qwen_vl,5d4be08acf0b3a0f3f3396b5,af,Q2,bed,mat,misclassification,0.321,0.5481,,Mat
qwen_vl,5d4bdee7cf0b3a0f3f336c87,af,Q2,bed,bed with mosquito net,correct,0.493,0.6362,,Bed with mosquito net
qwen_vl,5ec4f9ecf0611d7ddd741b8c,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bdf34cf0b3a0f3f337491,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bdee2cf0b3a0f3f336be7,af,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5ec4facdf0611d7ddd7422c5,af,Q2,bed,hammock,misclassification,0.2903,0.5124,,Hammock
qwen_vl,5ec4facef0611d7ddd7422cd,af,Q2,bed,hammock,misclassification,0.2903,0.5124,,Hammock
qwen_vl,5ec4f98ff0611d7ddd74185f,af,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bee58cf0b3a0f3f351384,af,Q3,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be259cf0b3a0f3f33c8fd,af,Q3,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5ec4f9d0f0611d7ddd741a93,af,Q3,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5ec4fa39f0611d7ddd741e17,af,Q3,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bdf2bcf0b3a0f3f3373b5,af,Q3,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5ec4f9def0611d7ddd741b10,af,Q3,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be008cf0b3a0f3f338976,af,Q3,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5ec4f985f0611d7ddd74180e,af,Q3,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf235cf0b3a0f3f357e52,af,Q3,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be670cf0b3a0f3f343acf,af,Q4,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be4cecf0b3a0f3f340c32,af,Q4,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf22fcf0b3a0f3f357da2,af,Q4,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be234cf0b3a0f3f33c505,af,Q4,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be043cf0b3a0f3f338e9e,af,Q4,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4beb81cf0b3a0f3f34c590,af,Q5,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be024cf0b3a0f3f338b54,af,Q5,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be61dcf0b3a0f3f343155,af,Q5,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5ec4fa46f0611d7ddd741e73,af,Q5,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bea9dcf0b3a0f3f34ac28,as,Q1,bed,clothing,misclassification,0.3408,0.5556,,Clothing
qwen_vl,5d4beacacf0b3a0f3f34b184,as,Q1,bed,feet on a tarp,misclassification,0.1957,0.5009,,Feet on a tarp
qwen_vl,5d4be75dcf0b3a0f3f3454fe,as,Q1,bed,rug on wooden floor,misclassification,0.1606,0.5091,,Rug on wooden floor
qwen_vl,5d4beed6cf0b3a0f3f352200,as,Q1,bed,clothing,misclassification,0.3408,0.5556,,Clothing
qwen_vl,5d4be6f4cf0b3a0f3f3449ea,as,Q1,bed,rug,misclassification,0.3308,0.5147,,Rug
qwen_vl,5d4bea7dcf0b3a0f3f34a86e,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4beee0cf0b3a0f3f352346,as,Q1,bed,hut interior,misclassification,0.2869,0.5526,,Hut interior
qwen_vl,5d4bf2cdcf0b3a0f3f358eea,as,Q1,bed,bedding,correct,0.7084,0.6997,,Bedding
qwen_vl,5d4be753cf0b3a0f3f3453ec,as,Q1,bed,"rooftop area of a thatched-roof structure with cats, baskets",misclassification,0.1701,0.5116,,"Rooftop area of a thatched-roof structure with cats, baskets"
qwen_vl,5d4beaeecf0b3a0f3f34b5cc,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be7b9cf0b3a0f3f345f76,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be7b9cf0b3a0f3f345f82,as,Q1,bed,mattress,correct,0.686,0.5214,,Mattress
qwen_vl,5d4be746cf0b3a0f3f34527a,as,Q1,bed,bamboo structure,misclassification,0.0874,0.6069,,Bamboo structure
qwen_vl,5d4be7b0cf0b3a0f3f345e6a,as,Q1,bed,woven basket,misclassification,0.1454,0.5209,,Woven basket
qwen_vl,5d4be7b1cf0b3a0f3f345e90,as,Q1,bed,hammock,misclassification,0.2903,0.5124,,Hammock
qwen_vl,5d4be7b1cf0b3a0f3f345e92,as,Q1,bed,mosquito net,misclassification,0.2004,0.5041,,Mosquito net
qwen_vl,5d4be797cf0b3a0f3f345b9e,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be798cf0b3a0f3f345ba8,as,Q1,bed,hammock,misclassification,0.2903,0.5124,,Hammock
qwen_vl,5d4be798cf0b3a0f3f345bb6,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be762cf0b3a0f3f345584,as,Q1,bed,bamboo hut,misclassification,0.3011,0.55,,Bamboo hut
qwen_vl,5d4be764cf0b3a0f3f3455ae,as,Q1,bed,clothing on a wooden structure,misclassification,0.1381,0.5441,,Clothing on a wooden structure
qwen_vl,5d4bef6acf0b3a0f3f353344,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be7a6cf0b3a0f3f345d3c,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4beeadcf0b3a0f3f351d6e,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4beec9cf0b3a0f3f35207e,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be79acf0b3a0f3f345bfc,as,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be79dcf0b3a0f3f345c4e,as,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4beec2cf0b3a0f3f351fbe,as,Q1,bed,floor,misclassification,0.446,0.5355,,Floor
qwen_vl,5d4be6eacf0b3a0f3f3448c6,as,Q1,bed,person sleeping on bed,correct,0.5638,0.6566,,Person sleeping on bed
qwen_vl,5d4bf165cf0b3a0f3f356726,as,Q1,bed,bed with clothes,correct,0.6978,0.6586,,Bed with clothes
qwen_vl,5d4bf2d3cf0b3a0f3f358fa4,as,Q1,bed,floor tiles,misclassification,0.116,0.5127,,Floor tiles
qwen_vl,5d4bef57cf0b3a0f3f353120,as,Q1,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5ec4f880f0611d7ddd740f5d,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bec81cf0b3a0f3f34e092,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be78dcf0b3a0f3f345a80,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be78ecf0b3a0f3f345a84,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bef5dcf0b3a0f3f3531d0,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf2afcf0b3a0f3f358b4c,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5f63b2b847329228ca1702a9,as,Q1,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bea1ccf0b3a0f3f349d10,as,Q1,bed,altar,misclassification,0.3074,0.5145,,Altar
qwen_vl,5ec4f808f0611d7ddd740b54,as,Q1,bed,clothing,misclassification,0.3408,0.5556,,Clothing
qwen_vl,5d4be740cf0b3a0f3f3451cc,as,Q1,bed,room interior,misclassification,0.3762,0.541,,Room interior
qwen_vl,5d4bef7dcf0b3a0f3f353584,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be787cf0b3a0f3f3459c6,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bdf0acf0b3a0f3f337045,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bee70cf0b3a0f3f351648,as,Q2,bed,room interior,misclassification,0.3762,0.541,,Room interior
qwen_vl,5d4beab8cf0b3a0f3f34af64,as,Q2,bed,roll of paper towels,misclassification,0.1993,0.5143,,Roll of paper towels
qwen_vl,5d4beab9cf0b3a0f3f34af70,as,Q2,bed,roll of fabric,misclassification,0.2323,0.5334,,Roll of fabric
qwen_vl,5d4beea8cf0b3a0f3f351cc0,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be790cf0b3a0f3f345ac6,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be791cf0b3a0f3f345aea,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bedd5cf0b3a0f3f35057a,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4beed0cf0b3a0f3f352156,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be74ecf0b3a0f3f345348,as,Q2,bed,hammock,misclassification,0.2903,0.5124,,Hammock
qwen_vl,5d4be74ecf0b3a0f3f34534a,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4beebbcf0b3a0f3f351ef2,as,Q2,bed,floor tiles,misclassification,0.116,0.5127,,Floor tiles
qwen_vl,5d4bef70cf0b3a0f3f353402,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5ec4f828f0611d7ddd740c62,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5ec4f829f0611d7ddd740c65,as,Q2,bed,shanty,misclassification,0.3429,0.524,,Shanty
qwen_vl,5d4bf158cf0b3a0f3f3565c8,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf13ccf0b3a0f3f356350,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bea5ccf0b3a0f3f34a498,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4beea1cf0b3a0f3f351bf0,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bdf17cf0b3a0f3f337191,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be781cf0b3a0f3f345902,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be781cf0b3a0f3f345906,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5ec4f816f0611d7ddd740bc2,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bed0bcf0b3a0f3f34ee6c,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4beeb5cf0b3a0f3f351e32,as,Q2,bed,cardboard box,misclassification,0.317,0.5077,,Cardboard box
qwen_vl,5d4bf2b4cf0b3a0f3f358bf2,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bed14cf0b3a0f3f34ef80,as,Q2,bed,bamboo floor with a red floral blanket and pillows,misclassification,0.2252,0.5345,,Bamboo floor with a red floral blanket and pillows.
qwen_vl,5d4bf198cf0b3a0f3f356c74,as,Q2,bed,chair,misclassification,0.3604,0.5128,,Chair
qwen_vl,5d4be9a5cf0b3a0f3f349030,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5ec4f8eaf0611d7ddd7412ec,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bee79cf0b3a0f3f351762,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4becffcf0b3a0f3f34ed60,as,Q2,bed,tent interior,misclassification,0.3321,0.5313,,Tent interior
qwen_vl,5d4bf15fcf0b3a0f3f35667e,as,Q2,bed,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4bef76cf0b3a0f3f3534bc,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bdf04cf0b3a0f3f336f9d,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf31bcf0b3a0f3f35980a,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5f8c5d491268e97a858e85db,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf2e1cf0b3a0f3f359156,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4bf313cf0b3a0f3f359732,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be773cf0b3a0f3f345776,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be773cf0b3a0f3f34577e,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
qwen_vl,5d4be774cf0b3a0f3f345784,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be8c5cf0b3a0f3f347604,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4bf2a0cf0b3a0f3f358992,as,Q2,bed,bed,correct,1.0,0.7273,,Bed
qwen_vl,5d4be77acf0b3a0f3f345836,as,Q2,bed,bed with mosquito net,correct,0.493,0.6362,,Bed with mosquito net
qwen_vl,5d4be77acf0b3a0f3f345840,as,Q2,bed,bedroom,correct,0.6985,0.6629,,Bedroom
